GroupKey,PrimaryKey,RelationKey,RelationType,Date,Value,PrimaryKeyGroupAccountName,RelationKeyGroupAccountName,anomaly
A1,A3,A2,CHILD,2018-04,671943.3899999998,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-05,552954.2099999997,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-06,471578.03,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-07,705698.44,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-08,400032.1099999997,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-09,1056040.3799999994,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-10,772302.0800000004,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-11,756298.5500000003,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A3,A2,CHILD,2018-12,629497.3899999999,Mercadorias,Custo das mercadorias vendidas e das matérias consumidas,0
A1,A4,A3,CHILD,2016-11,105.64,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2016-12,-3004.4,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-01,503282.8899999998,User sub-account of Mercadorias,Mercadorias,1
A1,A4,A3,CHILD,2017-02,225908.30999999988,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-03,383598.3999999996,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-04,309099.85000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-05,297100.10000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-06,428095.3,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-07,326211.98000000016,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-08,339031.4,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-09,572314.53,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-10,405294.07,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-11,341676.1000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2017-12,914299.25,User sub-account of Mercadorias,Mercadorias,1
A1,A4,A3,CHILD,2018-01,780814.17,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-02,546954.2899999999,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-03,556506.0100000001,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-04,662265.6699999999,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-05,550596.9399999997,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-06,483770.2899999999,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-07,702619.0899999996,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-08,399910.8799999996,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-09,1055600.5699999998,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-10,771728.8700000006,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-11,752490.0100000001,User sub-account of Mercadorias,Mercadorias,0
A1,A4,A3,CHILD,2018-12,628344.7499999998,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-01,816.8200000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-02,19802.430000000004,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-03,13624.479999999998,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-04,872.7099999999998,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-05,-32155.12,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-06,11058.21,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-07,-691.7900000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-08,-5918.6799999999985,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-09,259.75,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-10,2989.81,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-11,4927.73,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2017-12,-1978.41,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-01,1706.6699999999994,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-02,1726.81,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-03,6639.969999999998,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-04,9677.719999999998,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-05,2357.27,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-06,-12192.26,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-07,3079.3500000000013,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-08,121.22999999999956,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-09,439.8099999999997,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-10,573.2100000000003,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-11,3808.5400000000013,User sub-account of Mercadorias,Mercadorias,0
A1,A5,A3,CHILD,2018-12,1152.64,User sub-account of Mercadorias,Mercadorias,0
A1,A6,A1,CHILD,2016-07,-0.0,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2016-08,55.0,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2016-09,80.0,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2016-10,0.0,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2016-11,-169.0,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2016-12,189.00000000000003,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-01,188669.51000000007,Fornecimentos e serviços externos,Gastos,1
A1,A6,A1,CHILD,2017-02,158367.42,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-03,148746.66999999993,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-04,152069.8399999999,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-05,178204.84,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-06,165072.75000000006,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-07,184496.1999999999,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-08,158072.00999999995,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-09,177660.96000000005,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-10,204875.45000000013,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-11,203217.7,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2017-12,140557.62000000002,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-01,184904.71,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-02,163629.01999999993,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-03,153996.86000000013,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-04,244307.81000000014,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-05,240588.1200000001,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-06,191403.25000000012,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-07,221934.49999999985,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-08,198598.89000000007,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-09,168594.66,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-10,249183.50999999983,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-11,270663.3599999998,Fornecimentos e serviços externos,Gastos,0
A1,A6,A1,CHILD,2018-12,290913.32000000024,Fornecimentos e serviços externos,Gastos,0
A1,A7,A6,CHILD,2016-08,55.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2016-09,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2016-10,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2016-11,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2016-12,0.0,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-01,86474.98,Subcontratos,Fornecimentos e serviços externos,1
A1,A7,A6,CHILD,2017-02,83759.56999999999,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-03,58905.69000000001,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-04,82409.66,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-05,86610.11000000003,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-06,97122.39,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-07,77428.38999999997,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-08,90160.33,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-09,95255.13999999996,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-10,122847.27,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-11,111579.34999999998,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2017-12,71350.88,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-01,103307.63000000002,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-02,72517.1,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-03,73443.89,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-04,164783.89,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-05,142154.07999999993,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-06,115800.47,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-07,113465.49,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-08,108679.16999999998,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-09,90480.14,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-10,144983.74,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-11,179605.68999999997,Subcontratos,Fornecimentos e serviços externos,0
A1,A7,A6,CHILD,2018-12,186290.77,Subcontratos,Fornecimentos e serviços externos,0
A1,A8,A7,CHILD,2017-01,73673.57000000004,User sub-account of Subcontratos,Subcontratos,1
A1,A8,A7,CHILD,2017-02,75074.84,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-03,57464.72000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-04,78825.12,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-05,81038.64000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-06,67562.09,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-07,62803.17,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-08,85594.81000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-09,88674.86,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-10,105696.59999999998,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-11,102687.63,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2017-12,55013.45999999999,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-01,89433.93000000002,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-02,72242.61,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-03,64905.62,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-04,91934.82,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-05,90538.18,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-06,110876.87,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-07,91472.81,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-08,64830.4,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-09,76636.54000000001,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-10,134093.8,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-11,124007.85,User sub-account of Subcontratos,Subcontratos,0
A1,A8,A7,CHILD,2018-12,183909.67,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2016-08,55.0,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2016-09,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2016-10,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2016-11,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2016-12,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-01,9839.41,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-02,5969.92,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-03,184.72,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-04,1514.54,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-05,57.22000000000003,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-06,2173.3,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-07,10517.22,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-08,2242.52,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-09,2254.28,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-10,12798.34,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-11,3845.72,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2017-12,14022.42,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-01,1665.7,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-02,274.49,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-03,2785.2699999999995,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-04,72849.07,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-05,46443.9,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-06,4806.6,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-07,20812.8,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-08,40740.77,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-09,10970.6,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-10,6446.94,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-11,52086.84,User sub-account of Subcontratos,Subcontratos,0
A1,A9,A7,CHILD,2018-12,1638.1,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-01,2962.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-02,2714.81,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-03,1256.25,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-04,2070.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-05,5514.25,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-06,27387.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-07,4108.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-08,2323.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-09,4326.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-10,4352.33,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-11,5046.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2017-12,2315.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-01,12208.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-02,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-03,5753.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-04,0.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-05,5172.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-06,117.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-07,1179.88,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-08,3108.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-09,2873.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-10,4443.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-11,3511.0,User sub-account of Subcontratos,Subcontratos,0
A1,A10,A7,CHILD,2018-12,743.0,User sub-account of Subcontratos,Subcontratos,0
A1,A11,A6,CHILD,2017-01,11364.87,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-02,13929.300000000005,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-03,15962.62,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-04,12009.53,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-05,14034.589999999998,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-06,11864.070000000003,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-07,25300.36,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-08,9045.430000000002,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-09,19081.460000000006,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-10,16895.260000000002,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-11,17641.280000000002,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2017-12,-19866.32,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-01,15324.28,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-02,15311.56,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-03,13213.070000000005,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-04,13016.000000000002,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-05,10653.94,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-06,14563.469999999998,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-07,24416.65,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-08,13518.6,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-09,12156.19,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-10,31232.85,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-11,19982.47,Serviços especializados,Fornecimentos e serviços externos,0
A1,A11,A6,CHILD,2018-12,19600.78,Serviços especializados,Fornecimentos e serviços externos,0
